Iteration	Equisetales_sigma2	Psilotales_sigma2	Ophioglossales_sigma2	Marattiales_sigma2	Osmundales_sigma2	Gleicheniales_sigma2	Hymenophyllales_sigma2	Schizaeales_sigma2	Salviniales_sigma2	Cyatheales_sigma2	Polypodiales_sigma2	Node_0_sigma2	Node_1_sigma2	Node_2_sigma2	Node_3_sigma2	Node_4_sigma2	Node_5_sigma2	Node_6_sigma2	Node_7_sigma2	Node_8_sigma2	Node_9_sigma2	Node_0_trait	Node_1_trait	Node_2_trait	Node_3_trait	Node_4_trait	Node_5_trait	Node_6_trait	Node_7_trait	Node_8_trait	Node_9_trait	ll
244	12729.656	21413.828	14124.686	11763.3	23364.707	10679.08	16226.002	14184.27	9603.472	10681.586	26115.824	11447.904	7975.1675	18649.121	17104.797	12403.944	13162.68	20334.504	12138.328	8458.658	9658.027	448.49667	424.3454	414.90872	386.91125	358.74686	317.8562	305.08344	282.4304	246.31247	236.40128	-76.526596
245	12248.531	23605.992	12222.696	14786.756	20722.697	18977.102	21625.934	15063.034	15545.455	9401.866	15223.291	14358.479	11192.6045	19820.352	14428.622	9750.807	10233.484	13568.676	9182.671	5656.9023	16421.762	452.18173	419.81308	401.67303	390.90616	369.46597	337.45526	332.87323	307.60608	282.13983	256.93835	-76.212715
246	19754.53	10341.659	23422.467	19608.744	20975.65	19183.484	18323.783	9872.843	9550.443	16211.354	11863.422	11184.164	10810.486	10105.015	14283.758	22401.984	13823.224	14057.146	19648.074	13522.119	17292.283	344.89417	349.35565	397.3753	340.21567	329.7359	307.4326	308.2573	269.648	226.54428	216.93863	-75.365616
247	15425.803	11529.332	14627.048	16260.081	21521.682	9530.063	22771.785	15660.418	10689.3	14331.295	17270.38	15389.965	11920.182	10821.214	18369.713	19324.135	10507.863	15261.114	13764.618	9824.547	14534.966	454.86624	427.5774	440.46985	391.39386	348.32422	314.8802	297.35297	281.07703	245.49892	233.83453	-76.55517
248	14256.376	8292.862	13122.359	12402.419	11178.193	13131.021	16565.262	10604.295	18157.795	9833.996	8908.03	12829.044	9849.755	11259.561	8731.478	16718.047	12271.693	6664.5127	18968.436	19906.03	16766.299	282.70386	300.9733	370.94443	302.34973	317.1678	299.45923	298.06955	272.0729	223.00389	210.09828	-75.830536
249	18064.387	23636.379	15913.392	15064.484	21700.162	16299.936	12449.88	15802.644	10475.885	17272.258	18128.76	9586.753	13917.604	13469.518	20131.074	11994.486	13943.124	22049.754	10738.375	9737.156	13155.627	326.8596	323.2506	343.71545	313.17618	310.6785	291.31277	302.0425	268.5809	236.90724	228.64912	-75.245155
250	12030.951	10769.531	8222.514	12744.962	18113.709	9690.818	16652.488	14690.445	12886.774	13791.252	9707.023	9019.476	12246.732	15693.953	13298.724	14009.996	17239.525	7443.534	16608.541	18834.953	12980.343	264.5822	276.82803	340.239	276.1192	281.75665	261.80072	260.03552	243.7933	204.71237	199.73688	-75.18631
251	14843.214	13321.521	18890.594	13209.396	11682.949	13272.863	12924.608	10951.256	14611.502	14106.674	18246.533	20956.455	13411.286	8110.63	16052.54	11090.094	10197.302	23666.943	10544.956	10008.388	11669.387	347.25784	349.79227	377.66568	341.03482	340.3928	318.9795	317.41602	294.1762	259.71384	248.37663	-75.76346
252	13791.147	19547.615	19736.434	10529.511	9892.343	10393.706	14402.117	10663.194	16701.348	9072.618	13204.9	17468.643	11451.115	5561.918	18870.121	13889.785	9916.864	16130.759	10581.696	10781.822	11327.78	266.50757	281.4723	302.15677	286.06107	300.38272	283.3601	280.62714	264.30676	231.52179	220.1271	-75.67104
253	15851.94	10258.87	12331.913	13086.167	19995.873	10987.337	26034.06	20762.992	13013.884	8380.835	16775.734	12192.252	15344.167	7039.2153	14871.893	10215.63	14449.938	9175.765	17355.262	13847.91	11586.086	389.7334	372.52362	394.8986	350.44107	335.4059	297.88513	289.59296	262.50232	219.61247	209.24023	-75.66237
254	11767.574	16929.865	16253.259	15876.541	15435.957	14066.023	9109.743	8298.725	16539.469	22179.71	11507.143	17044.434	5443.3086	25288.219	15533.511	14355.138	15371.834	22249.219	10581.494	9593.604	14326.595	249.59648	259.12524	338.09756	269.96915	290.87152	284.8297	304.60663	270.08035	245.49945	236.2093	-75.563934
255	16372.599	9977.52	10626.436	14319.314	19172.291	15650.236	16582.633	25045.38	16755.828	11917.25	12418.195	10016.6	9124.741	8446.543	13534.918	13919.25	15035.134	11057.545	10996.666	13983.14	14374.221	327.0686	330.23404	365.93753	322.32352	318.60333	294.93726	295.65088	274.22153	235.42	223.43785	-75.46756
256	18239.557	6830.1543	16323.067	13286.63	14604.815	13083.521	13913.676	15877.722	15502.491	17122.62	11048.701	8412.858	9951.615	13770.685	16840.752	14914.929	25168.234	19490.504	18177.459	10199.957	14371.986	291.46957	309.34012	404.97733	308.7779	317.38617	287.21643	289.9952	259.34174	233.59111	224.49484	-76.35726
257	20485.607	8327.289	17819.4	11575.914	14057.883	11641.709	14164.926	20415.514	15303.744	17935.23	11206.19	8771.346	9234.564	11823.393	12726.695	14045.072	23336.914	21166.51	16338.984	10085.798	12961.367	353.9217	357.3692	415.71976	348.37982	346.20337	303.77728	299.5567	272.9637	244.42223	234.80246	-76.10377
258	11588.494	13663.351	11858.218	20637.164	13797.054	19622.438	9100.227	10608.007	15231.729	9418.532	8902.697	10771.535	23114.137	16756.484	8637.83	17701.463	7940.803	9651.389	21430.785	11564.295	10910.028	292.49356	315.9331	361.13782	317.88855	331.84857	323.65787	332.62015	277.10428	237.7468	225.63976	-75.275795
259	18797.861	17576.025	21093.824	11907.366	13121.858	10361.245	16565.973	14783.104	19304.666	9034.766	20636.043	16333.111	13300.385	14203.314	10991.151	17887.455	15328.474	13821.8125	10790.0	13847.766	12581.604	199.63579	228.29648	293.12827	236.15556	261.4696	247.78723	248.34816	236.21506	206.8782	198.37448	-76.258026
260	11758.163	11673.572	6218.8433	17860.488	15350.841	19806.027	11554.7705	13745.807	9925.806	18071.246	8488.485	9769.823	13358.81	13933.381	11935.096	11440.254	12444.039	14203.233	18450.863	14595.834	17847.445	491.34286	453.09048	416.92328	433.4544	414.68054	380.12994	379.37048	322.08636	260.29916	243.59045	-77.03851
261	19132.766	12592.84	12993.744	9804.9375	17196.914	17325.86	12212.478	16596.982	9229.255	21291.709	16131.79	15079.678	13444.094	12319.042	14270.713	9408.298	12880.963	8187.1147	9314.202	9241.048	11778.713	491.7675	450.0692	449.2249	416.79602	397.4005	357.3772	356.9259	324.5398	280.6715	269.61862	-77.22451
262	11553.426	13843.923	15198.66	19014.693	17163.605	11312.472	15131.049	9657.613	19394.533	9385.499	12482.776	17092.777	14855.251	14098.362	14042.742	17340.24	17198.375	11880.416	13871.781	10152.858	24047.967	238.26593	262.20795	326.0566	266.58173	280.0967	264.7154	265.81912	249.0423	224.89796	206.77306	-75.36451
263	12948.654	13066.949	25660.988	14114.91	22706.9	16862.35	10577.579	9932.68	11767.99	18088.09	13706.432	13230.3	12609.76	10385.809	20710.566	13819.019	13410.365	12928.492	9030.69	11477.136	20962.932	214.21355	243.48813	307.623	254.22514	270.0668	267.63544	281.8896	255.21165	225.2011	215.21155	-75.86176
264	8032.4688	20358.701	9890.579	12250.657	19299.713	16538.174	11611.395	9140.062	10688.393	13132.625	11439.763	16298.164	14460.347	9718.213	9073.181	19649.197	13313.862	21209.045	9892.154	20931.828	10125.176	331.0446	326.4063	337.29538	322.16913	322.65698	305.6631	315.50143	286.24426	222.14236	215.50339	-74.38813
265	13587.633	9643.909	19110.299	14519.116	16660.559	12604.47	12901.888	11551.057	16320.327	11012.514	14457.672	11714.779	14448.2295	17441.26	19543.234	9978.053	14197.816	8746.912	16915.195	9075.949	22244.553	242.4019	270.35092	371.8238	276.16013	285.05573	273.44113	276.8482	250.509	227.49947	211.65482	-75.915245
266	9520.789	11032.317	15028.525	15611.776	15306.372	10857.011	14395.841	12882.695	18906.615	8388.752	6958.619	14084.01	21462.918	22144.055	11809.712	10960.472	12850.607	9539.175	11732.904	8278.055	14724.318	275.43277	293.91187	380.73615	292.32446	295.12305	275.60083	275.4116	255.28847	231.00804	215.7625	-75.168
267	16125.468	13163.584	14969.834	14664.396	22998.148	13754.37	19660.031	10390.476	9700.832	6057.492	10474.206	20013.406	14474.517	3402.8354	10036.488	21116.166	13757.82	12997.995	11687.373	8031.825	10187.261	257.1486	273.87057	294.24774	270.59833	268.21637	249.56746	251.39796	229.5531	202.65604	193.75787	-74.740875
268	15650.893	13157.232	19200.816	13693.797	20655.043	11380.676	21475.184	13972.262	12198.207	7391.8936	9374.747	18250.152	19218.037	5291.9253	10103.617	22070.201	11182.299	12056.404	11613.066	9359.399	9914.235	262.661	280.75763	311.0358	276.37125	271.38968	253.57422	250.98654	234.87144	207.68642	199.73662	-74.96383
269	7904.966	11473.13	17222.617	14945.798	8458.683	8084.574	14195.177	20805.252	9512.04	23183.543	20721.69	20689.207	19438.621	11400.859	9261.932	15907.125	11207.772	12170.389	11960.8125	29128.723	10863.919	269.9631	301.89288	357.48645	304.34943	319.5352	296.08746	286.78476	276.8993	206.51488	203.5532	-76.95365
270	21639.527	19575.076	13656.225	16742.523	15317.353	15741.02	19830.504	6881.6626	16413.34	12670.685	11424.641	9514.743	9467.54	11960.847	17523.572	14869.34	14317.062	8789.006	18798.848	10350.293	14067.633	332.0575	331.9023	351.78253	325.8504	326.2531	303.39624	301.58215	272.88577	242.24722	229.71033	-74.83509
271	7817.1406	14387.922	8094.055	11093.309	15286.824	13810.139	11129.358	13525.267	11656.751	9040.4795	12405.127	15373.755	12405.861	17683.832	10836.333	20829.414	13591.689	9722.894	8563.592	17460.465	14858.51	416.29373	393.61343	387.87195	379.33804	360.9289	329.60306	330.344	306.14743	239.43391	223.5125	-75.87005
272	24890.94	16638.693	15394.324	7616.253	8969.116	15824.375	10666.174	11746.003	21102.898	10366.661	14410.662	9302.52	11412.478	12876.136	7695.015	12924.202	11077.208	15511.823	16109.437	9774.5205	8959.276	256.51492	278.36517	324.11707	284.0282	310.30292	299.4885	309.4602	270.39084	241.73822	232.21185	-76.25915
273	7088.2905	18785.781	15338.9	7772.7017	8890.021	14523.479	18199.438	8187.318	8778.501	11529.167	13079.43	22901.236	15041.874	16935.727	10428.039	11838.658	9028.7705	13669.502	11170.755	10689.3	14215.335	271.60898	286.23898	332.03058	288.26	302.50763	285.88364	285.25928	262.70026	224.05461	213.90445	-75.163284
274	14166.195	11210.84	10964.215	15844.172	10921.823	9146.636	14794.726	6689.9585	9963.789	17011.791	18846.938	16004.74	12995.343	12047.715	14423.38	15699.701	23460.47	18729.201	18526.717	13257.67	11674.273	439.18628	421.28476	428.50656	404.52893	390.5958	326.9009	310.0148	286.55878	240.32077	232.48425	-76.46699
275	13549.292	11777.916	17714.62	11623.914	16946.746	10095.748	20460.674	22048.639	20216.63	12552.073	9415.227	15008.459	17649.477	16227.008	10422.909	14205.496	8177.946	10613.137	9961.101	15269.237	18608.383	252.4094	271.9287	352.18085	270.31885	273.98166	262.28644	257.8048	250.30649	219.71707	208.89685	-75.47705
276	15040.153	12250.365	9744.3	12149.933	13231.549	12158.15	11962.729	11399.979	13376.989	12100.152	13454.381	11575.793	15641.73	9003.714	10881.215	12460.143	10694.939	11137.8955	15819.547	12647.408	16423.502	385.0558	371.37848	385.40115	360.78903	353.9446	329.83557	327.28452	292.53745	248.77808	233.13603	-75.651665
277	11154.999	18468.943	8687.911	12718.323	11271.679	11394.012	13005.261	9654.114	20179.031	21988.164	9987.754	9802.386	11877.912	13101.626	25165.475	10684.684	18671.188	10959.458	17172.53	26977.123	24085.219	359.6986	356.19165	358.7708	349.58093	354.495	324.5561	320.29425	299.862	241.87875	228.02628	-75.402214
278	16546.299	13408.984	15322.452	14801.315	13513.895	9407.015	12278.096	18170.596	13849.746	20030.61	7607.1353	15192.08	12870.108	11332.545	26269.045	14981.031	13783.521	11923.719	14378.759	18073.004	18374.496	184.05118	219.37634	288.4234	241.83435	265.8259	257.1255	260.12524	242.8293	209.48166	204.37003	-76.797516
279	12404.997	18207.404	10968.628	18341.896	21239.486	13462.005	16168.262	9290.453	10601.898	10430.178	13616.353	13265.727	12029.23	10277.251	8700.017	8459.086	16407.627	15607.786	13299.51	13041.1045	12640.969	208.2022	231.19406	274.79282	236.37442	245.8892	239.90167	246.975	227.92633	196.9154	191.32468	-74.83747
280	17228.334	12888.176	18484.75	9803.059	10814.415	12235.665	12425.374	8857.744	17366.057	11977.489	12398.516	14459.644	16580.117	9735.364	22115.037	13845.533	13726.092	12951.988	14305.215	15954.146	11470.603	437.7121	417.07767	433.58234	388.7555	380.34186	345.56088	339.73306	310.56223	256.36972	243.45677	-76.10562
281	10954.651	12190.439	13152.49	22798.969	12101.145	13291.585	27543.852	16354.933	5848.172	13002.086	16343.504	15963.323	17686.547	15504.384	9543.314	12448.538	9933.979	16132.005	20110.197	15219.967	14070.8	276.9593	293.5303	354.74982	292.7428	295.11984	274.79718	267.76355	236.62239	188.17358	184.4418	-75.78965
282	16851.854	12904.854	15364.022	4339.8955	15517.786	17595.076	9803.488	11199.064	27867.652	16390.252	12150.582	10291.227	7809.2427	12556.994	10860.128	20464.676	19276.5	11592.143	7714.1265	16896.525	10526.1875	345.07916	340.4641	379.08112	328.9205	340.64392	321.3702	329.31274	306.88135	262.11487	251.62769	-75.41082
283	12482.038	10498.227	16413.48	5894.433	23209.05	13448.57	13369.783	13784.651	8357.88	9589.954	16336.818	14841.218	14094.8	7659.2134	8941.522	14565.424	12295.696	18957.133	14755.089	11510.0625	20481.172	292.98117	298.94397	344.43192	291.16638	289.1202	273.01477	280.12604	244.8663	207.67403	195.78464	-75.06222
284	10398.147	10487.09	12756.892	9286.414	15110.787	11227.082	9119.965	15589.341	20305.107	11298.078	27936.89	17664.465	24809.533	12552.792	14375.07	17932.547	18837.414	19724.11	10475.255	14942.207	16640.47	208.69435	261.2717	334.4951	267.50964	290.5307	279.32922	293.20703	264.34586	229.20741	216.73865	-76.66472
285	8830.055	13587.581	12260.498	25028.62	14560.7295	11597.351	10575.865	11738.467	15427.407	10630.8545	12403.223	20901.707	10851.887	10652.085	16747.697	13546.67	11989.271	6147.6753	16244.271	17679.008	14026.814	218.29813	245.4178	300.97073	259.56894	280.22763	274.4348	278.4099	254.268	213.10397	204.35626	-75.91109
286	16428.06	13560.306	13982.486	20163.814	14657.084	12396.554	14951.458	24260.164	12120.074	16698.035	15818.295	18558.832	10491.981	8067.7607	22555.088	22969.654	10922.323	27250.41	23599.959	12639.161	17950.889	440.88937	426.25	431.13208	399.7188	373.87183	346.1718	330.76227	291.25897	249.53995	236.20563	-76.51336
287	10680.751	14447.279	10556.81	8682.18	16880.193	12313.38	11667.807	6086.7354	12559.725	11946.859	12329.796	10440.786	15489.324	9532.317	8070.4233	8113.647	18082.227	6473.435	8161.4287	12315.835	11579.138	220.97893	251.99785	296.84628	256.61234	268.44214	262.48538	266.96155	253.41302	219.51736	211.86647	-74.870575
288	9702.664	16575.09	11487.462	8878.592	16495.44	9631.676	10740.475	4916.6113	12875.424	10784.403	12093.98	11531.41	13236.42	12715.497	7032.995	10092.407	18674.678	6454.7256	8534.469	11077.398	10376.453	187.31314	221.83759	280.62897	229.19452	249.1983	250.05356	254.47198	244.32283	214.73257	207.80798	-75.16823
289	16578.348	15523.3955	19098.11	11230.252	15770.591	8236.319	13057.507	11881.367	12835.53	11805.568	21629.562	14728.124	15049.364	21443.85	12385.599	10981.868	13610.99	11125.061	8736.042	10843.27	7244.4365	244.95055	262.0138	342.05457	263.3715	270.47968	254.10136	253.83272	242.19968	213.8781	209.27551	-75.69041
290	15720.646	15011.723	9848.835	15873.589	9684.0	21146.697	15618.969	13126.063	16139.592	16525.688	8937.456	13645.107	13600.053	12646.914	15043.582	18262.027	14287.845	18532.479	22451.283	18469.525	18776.021	400.18277	392.5085	394.25937	385.67245	388.19455	359.52002	357.59177	310.02148	253.59314	237.17343	-75.70336
291	8284.19	13332.286	24452.633	13599.274	17431.832	12945.9375	16959.97	8554.906	9885.524	13864.508	17143.959	11078.317	12028.21	16866.693	16082.665	11921.523	13592.6875	12738.34	11845.186	11717.148	18360.781	325.33585	327.01474	387.9493	317.07288	313.36017	289.3309	287.5472	266.93347	228.63788	217.07724	-74.99668
292	13058.49	14791.551	10182.492	13265.574	17568.031	13923.524	12000.643	11610.874	14044.818	11329.152	10002.205	14719.292	18415.23	12164.379	11351.507	10433.352	11101.162	9076.901	12611.757	7410.1743	12753.826	317.46933	318.07614	346.84552	312.9809	312.45264	295.64053	299.0491	268.59933	243.2695	230.3702	-74.86723
293	11754.979	16367.353	18804.89	12078.604	10291.246	13204.762	13377.27	11884.427	13279.308	16852.914	17613.98	14568.591	11714.824	17479.36	16836.352	21533.672	15468.289	16231.589	15767.372	23577.328	12433.494	333.12012	338.06964	379.11435	335.52872	348.52444	322.20923	319.6607	293.8896	230.99356	223.6406	-75.72556
294	13303.087	13893.972	9709.181	13792.002	23068.947	19135.574	11337.366	13997.496	16513.572	11243.84	11028.594	15420.479	14152.57	11143.165	14754.54	10202.643	10639.182	13061.903	9797.152	9461.385	16252.53	261.19342	277.3512	319.56342	278.892	285.27463	278.81274	291.50912	261.87302	235.12488	221.2449	-74.916336
295	12738.389	22071.254	16055.938	14067.929	16009.167	9483.5625	16043.036	15251.134	15121.383	14171.587	17383.174	15642.223	19633.63	17789.584	13957.626	12442.26	16676.836	13047.225	9332.865	27936.438	22758.02	255.90166	272.93384	317.51437	275.08273	283.49347	265.23547	262.0249	255.8803	204.38791	195.9155	-75.30819
296	19389.281	21468.404	17251.303	11342.492	9688.508	10338.444	15088.3955	14377.113	14609.147	8040.723	16304.258	17220.941	14264.195	13215.898	12017.409	13261.539	12355.457	17995.111	10114.637	13094.481	15082.525	264.7289	280.99112	317.1618	284.76227	299.18164	277.82562	274.72845	259.50275	220.8976	207.30902	-75.9561
297	13795.751	22089.363	13992.852	9931.468	9887.325	11057.07	17582.613	13414.023	12864.12	8240.216	16852.045	18818.398	11900.169	12158.719	13218.041	16171.762	11271.002	22431.658	10342.418	13732.154	16061.759	256.2059	269.87448	302.84293	274.1749	292.27475	273.22766	268.58334	255.33426	215.38991	202.51817	-75.570595
298	13742.949	10836.24	13405.302	16745.957	24664.73	18750.146	13195.357	15133.025	15265.962	21954.24	10169.866	9294.707	18169.418	12169.855	15286.999	12541.843	17363.771	7705.869	18107.37	16467.902	18040.182	337.51263	342.9166	385.56473	335.62283	333.86282	314.43906	317.40283	283.70694	241.37479	230.46674	-75.25465
299	21713.969	17621.61	13835.885	11980.23	19068.88	12581.76	17602.898	19452.846	14703.929	11446.027	10580.374	15235.332	14652.933	16147.49	13377.92	14411.83	21465.928	14798.465	14996.397	10686.191	19591.754	224.13142	244.45683	304.4193	248.537	260.65363	244.71889	248.0382	228.31966	206.50526	197.5652	-75.31257
300	16487.67	20662.035	17259.842	12392.925	22089.385	14991.879	16487.592	30803.348	19486.268	16683.12	11515.706	19097.326	13042.548	16171.793	15282.713	14450.27	20444.855	11296.516	14332.389	11274.151	23869.36	246.1351	259.6741	309.81195	262.1785	272.0203	258.76395	262.94095	242.43768	221.62086	210.65515	-75.30008
301	10839.123	11457.888	9843.961	12528.645	13738.206	13575.963	13098.49	4437.3296	9358.258	11390.991	16309.343	10988.07	16780.104	11883.588	14264.387	13077.571	9246.99	17395.479	13993.8125	16586.775	9724.842	334.2091	336.06223	369.21866	329.28067	329.70758	313.4252	313.43427	284.99658	225.47023	217.9545	-75.04006
302	19364.684	17607.363	18718.398	16937.229	14762.929	15911.874	17540.324	22430.951	19017.232	16799.654	11271.743	19120.908	8575.826	13404.932	15157.363	16578.615	20824.328	6284.107	14668.116	9881.32	19276.205	349.2526	348.98785	376.90662	342.31012	341.2534	306.37766	305.80356	279.46143	252.76125	237.15349	-75.523834
303	14721.201	15230.741	11370.554	16001.413	25429.332	15635.229	17831.129	11988.186	13578.436	11517.102	7470.758	11872.374	8792.183	9805.611	8274.739	13116.629	13091.109	10254.137	22261.232	9197.57	25599.246	441.5071	419.98456	417.625	405.06674	380.1829	345.8855	340.84116	290.20343	256.45642	229.72899	-75.53287
304	12722.896	13687.844	19759.107	18683.906	13712.158	14950.759	9427.087	12708.018	17460.166	12110.15	24128.348	16326.647	14921.032	16385.39	10862.966	9145.903	11225.765	16471.186	8197.271	16901.795	14068.264	353.2666	356.2181	400.03787	352.0233	352.0	333.0464	339.39832	313.73795	259.20172	244.88828	-75.81864
305	10410.63	12316.763	12382.304	16945.129	15700.975	23282.473	9206.452	25957.629	9134.458	20872.645	12509.59	13004.492	21498.932	7626.5884	7706.3394	13629.267	12302.629	21071.447	17816.24	12387.324	18718.361	316.36615	332.59912	359.46805	331.56024	336.63055	322.015	342.35168	279.40793	236.81856	226.53178	-75.752495
306	7150.1484	19563.56	21742.877	9987.563	20911.496	13642.57	15239.43	10891.274	9068.076	18987.113	12221.344	12583.283	10877.002	13684.45	9745.769	8527.79	17674.424	11204.513	14631.498	11149.075	16360.798	295.91394	298.4016	338.3071	294.39386	295.2322	274.11182	276.5718	250.54625	217.93677	211.22296	-74.42422
307	24355.188	8540.34	8061.5	19516.488	11483.639	12083.777	13947.633	15798.273	20599.312	9624.679	14672.51	15950.905	18461.617	15803.08	18411.262	23364.55	10206.428	17475.242	13656.707	14994.481	14587.624	296.12518	314.58075	375.2447	314.33984	324.31543	306.21924	303.39935	280.62277	238.23845	223.6494	-76.68935
308	8592.903	20959.453	20061.771	9610.664	20573.906	17297.611	14883.541	14808.333	9179.887	16429.39	13432.253	11870.744	10549.513	13140.166	10526.308	7932.1216	21116.83	11483.693	15401.857	13636.443	14666.634	326.91986	324.05823	352.44513	317.34378	316.80164	289.2938	293.47366	260.22083	218.86519	211.81058	-74.606316
309	7697.327	16015.062	12990.7705	18673.092	10758.753	16528.666	16621.613	12567.873	18333.73	7649.147	7247.3315	14315.764	19247.018	14944.416	25222.467	8079.4253	21783.723	15716.075	11345.705	16611.504	14116.484	258.98926	288.10098	334.15298	301.37817	311.43567	284.6369	287.91968	266.0303	220.90295	207.73344	-75.21421
310	22563.5	14125.238	14327.4	9234.115	18949.018	12662.204	9906.221	14083.809	9572.328	22907.178	20554.021	13733.543	9628.994	9953.219	7535.465	16690.105	8298.677	11786.533	17482.158	13041.789	11830.477	409.6208	392.4628	406.45724	380.18704	361.3554	342.6949	342.21167	298.11194	250.76884	243.57011	-76.16832
311	8151.464	11897.252	10124.065	12564.062	15785.578	13690.037	14355.247	15230.843	11638.689	10766.697	10958.527	20777.531	17663.336	22867.408	21683.86	14016.665	19501.549	17647.795	12777.81	14680.642	10277.191	168.45955	211.01736	322.04407	229.4325	251.49515	243.496	253.99454	229.40753	197.17117	192.87057	-75.90481
312	9462.918	14419.117	8426.493	9996.674	12210.952	18886.125	14380.514	11904.198	9305.102	15127.527	15645.252	22154.13	15828.359	14986.275	12442.675	13326.922	10430.217	15228.969	16156.347	11925.913	10795.815	203.19624	238.3754	299.859	249.0603	272.81534	266.02875	276.53748	242.10696	209.03253	204.3489	-75.67952
313	15435.266	14815.65	19655.852	14483.74	13708.811	9739.729	21252.697	16590.494	12680.379	15184.664	12188.393	16831.182	14064.776	8061.9844	14325.734	16529.203	14037.561	19873.67	20508.379	10298.914	11836.942	273.7434	288.74414	325.34998	287.26706	292.51254	268.9489	258.29236	240.87805	215.97093	210.08179	-75.631744
314	13737.616	14851.667	9830.893	14549.985	15212.203	19545.695	10028.834	7803.086	14838.741	12675.277	15006.369	12166.583	16044.0	23523.246	11203.583	13457.422	10363.359	8447.01	9081.733	20560.902	18891.746	395.58905	380.56146	389.57034	371.76694	366.85178	348.2186	352.2459	324.80313	255.76094	237.63387	-75.401726
315	16619.664	15264.841	11946.539	14314.181	19048.924	20989.877	9751.867	6407.439	18252.834	9305.714	16099.3	12322.684	14352.578	27260.99	11213.311	13084.158	10696.377	10101.247	9698.381	18386.152	20246.268	344.54834	342.4863	380.30408	338.15195	339.67023	327.39246	335.72546	306.08673	247.99297	226.3953	-74.984245
316	17273.346	10501.121	10565.129	17929.297	19965.957	19472.371	11093.5205	7808.289	11983.83	11459.221	14356.5205	12709.568	12069.553	15925.674	9532.764	14853.4375	11399.652	10541.658	11068.972	13880.621	18163.182	289.46622	301.98724	364.18866	302.0066	308.60846	298.5159	307.4015	277.3404	232.93643	218.69409	-75.27359
317	9797.404	8257.822	17892.59	10707.584	14413.452	12413.896	11423.519	10962.249	17367.598	12470.484	18637.865	13334.625	10950.212	18133.879	9523.413	15342.294	14103.513	20780.523	9590.759	15198.471	12612.069	189.41846	225.22728	360.9945	234.49294	262.74573	258.70862	272.59296	248.76172	216.00339	208.54776	-76.860985
318	18456.83	20166.064	10914.742	11638.734	15975.568	16873.95	12349.72	18127.309	7780.622	14666.298	9551.51	14729.81	17269.475	12530.103	16520.424	12969.689	13852.441	8771.3545	18302.023	15225.367	9025.662	433.74167	401.15997	393.7387	379.55176	367.58026	336.40842	337.47693	286.54645	226.91905	220.7819	-75.82488
319	8722.339	10940.88	16331.335	11607.918	18153.361	14004.706	13444.505	10129.2705	15420.141	10094.756	19800.477	14810.141	14607.1	15809.924	14313.457	15415.186	15936.688	18038.977	8444.795	16746.451	12550.397	194.81352	231.13014	329.216	240.25006	260.6672	254.85907	265.67654	245.95078	207.86127	200.08252	-75.83165
320	19919.57	13458.847	13696.122	19412.148	13421.369	10126.74	13943.018	19445.52	11874.661	17767.152	8082.963	7011.3574	26599.387	13417.273	10173.707	14951.758	13742.766	15486.296	30858.918	17377.174	18272.916	277.7031	304.7499	352.1383	305.37408	313.0754	293.39246	288.99084	251.69527	212.67233	206.14804	-76.00746
321	11857.5625	14303.782	21763.643	19115.02	10028.748	15252.472	10925.469	11371.932	21222.316	14191.996	14109.621	10994.37	17743.023	15732.15	7996.5303	16789.74	21521.805	17731.064	15101.885	14357.944	16861.787	273.29752	305.6466	364.33463	310.69504	334.73126	311.6248	319.029	286.25076	248.89883	234.63324	-76.15938
322	14444.414	22745.957	11057.323	10367.917	9961.024	13024.326	12574.898	16970.828	10579.638	12486.182	11059.676	14532.679	11104.476	11629.458	12982.026	21318.387	13833.101	13891.932	19017.123	21551.504	10957.576	329.8666	330.0766	340.4853	327.9346	342.2461	317.97052	317.25708	280.51114	217.14682	210.44708	-75.414734
323	12875.031	15554.738	19805.008	11116.057	11252.357	12093.046	8277.81	8599.102	24266.55	6535.721	9537.992	13174.396	11819.098	16574.87	14830.451	10045.03	15461.563	13814.71	10083.393	17252.52	11632.486	376.18536	372.09836	404.4278	362.42575	362.95813	332.97128	337.37613	307.01294	244.48692	226.52055	-75.58029
324	21231.225	21938.5	12530.855	13925.782	12013.9375	13257.266	9678.765	21912.55	9273.696	7346.8516	11053.19	16443.672	9754.509	16910.873	15574.495	10558.531	14677.996	17843.377	10671.669	13034.851	10465.969	178.91962	205.71939	267.9737	226.58968	250.91711	246.2167	267.91513	228.54349	192.71118	186.84111	-76.56556
325	6802.3125	12299.086	14603.423	14434.306	23506.336	12084.191	15969.597	6984.2026	18844.62	18965.486	16364.871	16126.068	21446.121	11658.129	12936.693	13802.055	14925.33	11554.483	18030.172	16528.887	12508.111	380.00372	366.3701	396.243	353.5108	342.89185	317.02036	311.69556	289.76428	248.47205	239.69044	-75.18536
326	18012.35	13401.429	7924.0845	11390.264	14927.722	29692.02	12722.254	23776.21	11320.943	19058.664	20402.668	13549.408	11815.863	20753.371	15090.684	17588.785	8761.48	12320.088	10681.352	20554.512	13798.712	270.7064	283.35068	336.53235	287.81497	306.71432	300.22217	311.66248	280.59824	225.33923	218.75743	-75.88045
